最大值,0.13,0.4,1.1,0.06,0.25,0.35,,,,,,,,,,
美国UNS,G15220,,,,,,,,,,,,,,,
ASTM  型号或牌号,1522,,,,,,,,,,,,,,,
对应标准,ASTM A29M UNS-2012 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,高锰碳钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,更多,,,,,,,,,,,
最小值,0.18,1.1,-,-,①②③④⑤,,,,,,,,,,,
最大值,0.24,1.4,0.04,0.05,①②③④⑤,,,,,,,,,,,
牌号,AH500,,,,,,,,,,,,,,,
对应标准,GB 712-2011 船舶及海洋工程用结构钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,超高强度结构钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,N,,,,,,,,,,
最小值,-,-,-,-,-,-,,,,,,,,,,
最大值,0.21,0.55,1.7,0.03,0.03,0.02,,,,,,,,,,
牌号,E5016-NCC1,,,,,,,,,,,,,,,
对应标准,GB /T 5117-2012 非合金钢及细晶粒钢焊条,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,熔敷金属,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,,,,,,,,
最小值,-,0.35,0.5,-,-,0.45,0.4,0.3,,,,,,,,
最大值,0.12,0.8,1.3,0.03,0.03,0.7,0.8,0.75,,,,,,,,
抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,,
≥490,≥390,≥20,,,,,,,,,,,,,,
牌号,H08E,,,,,,,,,,,,,,,
对应标准,GB /T 14957-1994 熔化焊用钢丝,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si ①,Mn,P,S,Cr,Ni,Cu,,,,,,,,
最小值,-,-,0.3,-,-,-,-,-,,,,,,,,
最大值,0.1,0.03,0.55,0.02,0.02,0.2,0.3,0.2,,,,,,,,
美国UNS,G11080,,,,,,,,,,,,,,,
ASTM  型号或牌号,1108,,,,,,,,,,,,,,,
对应标准,ASTM A29M UNS-2012 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,易切削性,,,,,,,,,,,,,,,
标签,硫处理碳素钢  易切削钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,更多,,,,,,,,,,,
最小值,0.08,0.6,-,0.08,①②③,,,,,,,,,,,
最大值,0.13,0.8,0.04,0.13,①②③,,,,,,,,,,,
牌号,1552,,,,,,,,,,,,,,,
美国UNS,G15520,,,,,,,,,,,,,,,
旧牌号,1052,,,,,,,,,,,,,,,
对应标准,ASTM A 29/A 29M-05 热锻碳钢和合金棒材的标准,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,高锰碳钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,Cu,,,,,,,,,,,
最小值,0.47,1.2,-,-,-,,,,,,,,,,,
最大值,0.55,1.5,0.04,0.05,0.2,,,,,,,,,,,
牌号,SM,,,,,,,,,,,,,,,
对应标准,GB /T 4357-2009 冷拉碳素弹簧钢丝,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,弹性,,,,,,,,,,,,,,,
成分,C ①,Si,Mn ②,P,S,Cu,,,,,,,,,,
最小值,0.35,0.1,0.3,-,-,-,,,,,,,,,,
最大值,1,0.3,1.2,0.03,0.03,0.2,,,,,,,,,,
牌号,ZG 270-500,,,,,,,,,,,,,,,
对应标准,GB /T 11352-2009 一般工程用铸造碳钢件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C ①,Si,Mn ①,P,S,Cr ②,Ni ②,Cu ②,Mo ②,V ②,,,,,,
最小值,-,-,-,-,-,-,-,-,-,-,,,,,,
最大值,0.4,0.6,0.9,0.035,0.035,0.35,0.4,0.4,0.2,0.05,,,,,,
牌号,20kn,,,,,,,,,,,,,,,
对应标准,GOST 1050-1988 表面光洁的优质碳素结构钢棒料规格,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,优质碳素钢  沸腾钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,As,,,,,,,
最小值,0.17,-,0.25,-,-,-,-,-,-,,,,,,,
最大值,0.24,0.07,0.5,0.035,0.04,0.25,0.3,0.3,0.08,,,,,,,
牌号,C40R,,,,,,,,,,,,,,,
欧标钢号,1.1189,,,,,,,,,,,,,,,
对应标准,EN 10083-2-2006 淬火和回火钢.第2部分:非合金钢交货技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,更多,,,,,,,
最小值,0.37,-,0.5,-,0.02,-,-,-,Cr+Mo+Ni ≤0.63,,,,,,,
最大值,0.44,0.4,0.8,0.03,0.04,0.4,0.4,0.1,Cr+Mo+Ni ≤0.63,,,,,,,
牌号,CE10,,,,,,,,,,,,,,,
旧牌号,B1,,,,,,,,,,,,,,,
对应标准,ISO 4954-1993 冷镦和冷挤压用钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,表面硬化型冷镦钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,0.07,-,0.3,-,-,,,,,,,,,,,
最大值,0.13,0.4,0.6,0.035,0.035,,,,,,,,,,,
牌号,E4310,,,,,,,,,,,,,,,
对应标准,GB /T 5117-2012 非合金钢及细晶粒钢焊条,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,熔敷金属,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,V,,,,,,,
最小值,-,-,-,-,-,-,-,-,-,,,,,,,
最大值,0.2,1,1.2,0.04,0.035,0.2,0.3,0.3,0.08,,,,,,,
抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,,
≥430,≥330,≥20,,,,,,,,,,,,,,
牌号,E5515-N7,,,,,,,,,,,,,,,
对应标准,GB /T 5117-2012 非合金钢及细晶粒钢焊条,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,熔敷金属,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Ni,,,,,,,,,,
最小值,-,-,-,-,-,3,,,,,,,,,,
最大值,0.12,0.8,1.25,0.03,0.03,3.75,,,,,,,,,,
抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,,
≥550,≥460,≥17,,,,,,,,,,,,,,
牌号,SWRCH8A,,,,,,,,,,,,,,,
对应标准,JIS G 3507-1-2005 冷打或冷镦用碳钢线材,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,铝镇静钢,,,,,,,,,,,,,,,
说明,Cr含量不应该超过0.20%，此外，作为残留的元素Cu和Ni分别不应该超过0.30%和0.20% 冷镦钢线材是用作生产紧固件，标准件，连接件以及五金产品的原料。由于其冷成型性能良好，用冷镦代替机加工，既可简化工艺，又可节省材料，具有生产效率高的特点，有着明显的经济效益。,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Al,,,,,,,,,,
最小值,-,-,-,-,-,0.02,,,,,,,,,,
最大值,0.1,0.1,0.6,0.03,0.035,-,,,,,,,,,,
牌号,ML15Al,,,,,,,,,,,,,,,
中国ISC,U40158,,,,,,,,,,,,,,,
对应标准,GB /T 6478-2015 冷镦和冷挤压用钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
标签,铝镇静钢  铆螺钢,,,,,,,,,,,,,,,
说明,非热处理型冷镦和冷挤压用钢；该牌号也适用于表面硬化型钢 塑性、韧性及冷镦成形性好，强度高于ML10Al钢，可加工性较差，经热处理后可改善。 用于制作铆钉、螺母、半圆头螺钉、开口销、弹簧插座等。 1、本标准适用于公称直径为5mm~60mm的热轧盘条和公称直径为12mm~100mm的热轧圆钢。 2、钢材交货状态：一般以热轧状态交货。经供需双方协商，并在合同中注明，也可以退火状态交货。,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Al a,,,,,,,,,,
最小值,0.13,-,0.3,-,-,0.02,,,,,,,,,,
最大值,0.18,0.1,0.6,0.035,0.035,-,,,,,,,,,,
盘条（圆钢）直径 d mm,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,,
5（12）≤d≤60（100）,非热处理型（热轧状态交货）≤530,,断面收缩率Z%≥50,,,,,,,,,,,,,
5（12）≤d≤60（100）,表面硬化型（退火状态交货）≤470,,断面收缩率Z%≥64,,,,,,,,,,,,,
d=25（试样直径）,经热处理（表面硬化型）450~750,经热处理（表面硬化型）≥260,断后伸长率%≥14,热轧状态≤143,,,,,,,,,,,,
牌号,L390N/X56N,,,,,,,,,,,,,,,
旧牌号,S390,,,,,,,,,,,,,,,
对应标准,GB /T 14164-2013 石油天然气输送管用热轧宽钢带,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C ①②,Si,Mn ②,P,S,Cr,Ni,Cu,Mo,Ti,V,Nb,更多,,,
最小值,-,-,-,-,-,-,-,-,-,-,-,-,Nb+V+Ti≤0.15%,,,
最大值,0.24,0.45,1.4,0.025,0.015,0.3,0.3,0.5,0.15,0.04,0.1,0.05,Nb+V+Ti≤0.15%,,,
牌号,25MnG,,,,,,,,,,,,,,,
中国ISC,U42253,,,,,,,,,,,,,,,
对应标准,GB 5310-2008 高压锅炉用无缝钢管,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,优质碳素结构钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr ①,Ni ①,Cu ①,Mo ①,V ①,,,,,,
最小值,0.22,0.17,0.7,-,-,-,-,-,-,-,,,,,,
最大值,0.27,0.37,1,0.025,0.015,0.25,0.25,0.2,0.15,0.08,,,,,,
牌号,17MnB4,,,,,,,,,,,,,,,
欧标钢号,1.552,,,,,,,,,,,,,,,
对应标准,EN 10263-4-2001 冷加工和冷挤压的钢棒、棒材和线材 第4部分 淬火和回火钢交货的一般技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,调质钢  锰硼钢,,,,,,,,,,,,,,,
成分,C,Si ①,Mn,P,S,Cr ②,Cu,B,,,,,,,,
最小值,0.15,-,0.9,-,-,-,-,0.0008,,,,,,,,
最大值,0.2,0.3,1.2,0.025,0.025,0.3,0.25,0.005,,,,,,,,
牌号,65,,,,,,,,,,,,,,,
中国ISC,U20652,,,,,,,,,,,,,,,
对应标准,GB /T 699-2015 优质碳素结构钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,强度  硬度  弹性,,,,,,,,,,,,,,,
说明,经热处理或冷作硬化后具有较高强度与弹性。，焊接性不好，易形成裂纹，不宜焊接，可加工性差，冷变形塑性低，淬透性不好，一般采用油淬，大截面件采用水淬油冷，或正火处理。其特点是在相同组态下其疲劳强度可与合金弹簧钢相当。 65钢用于制造弹簧、弹簧圈、各种垫圈、离合器以及制造一般机械中的轴、轧 辊、偏心轴等。 本标准适用于公称直径或厚度不大于250mm热轧和锻制优质碳素结构钢棒材，经供需双方协商，也可提供公称直径或厚度大于250mm热轧和锻制优质碳素结构钢棒材。,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,,,,,,,,
最小值,0.62,0.17,0.5,-,-,-,-,-,,,,,,,,
最大值,0.7,0.37,0.8,0.035,0.035,0.25,0.3,0.25,,,,,,,,
直径（厚度） d mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,硬度 HBW,,,,,,,,,,
d=25(试样尺寸),正火,≥695,≥410,≥10,≥30,未经热处理钢≤255,,,,,,,,,,
,,,,,,退火钢≤229,,,,,,,,,,
美国UNS,G10440,,,,,,,,,,,,,,,
ASTM  型号或牌号,1044,,,,,,,,,,,,,,,
对应标准,ASTM A29M UNS-2012 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,锻压性,,,,,,,,,,,,,,,
标签,非硫处理碳素钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,更多,,,,,,,,,,,
最小值,0.43,0.3,-,-,①②③④⑤,,,,,,,,,,,
最大值,0.5,0.6,0.04,0.05,①②③④⑤,,,,,,,,,,,
牌号,L235,,,,,,,,,,,,,,,
欧标钢号,252,,,,,,,,,,,,,,,
对应标准,EN 10224-2002 输送液体（包括人类生活用水）用的非合金钢管和管件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,锰钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,-,-,-,-,-,,,,,,,,,,,
最大值,0.16,0.35,1.2,0.03,0.025,,,,,,,,,,,
牌号,E5018-N2,,,,,,,,,,,,,,,
对应标准,GB /T 5117-2012 非合金钢及细晶粒钢焊条,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,熔敷金属,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Mo,V,,,,,,,
最小值,-,-,0.4,-,-,-,0.8,-,-,,,,,,,
最大值,0.08,0.5,1.4,0.03,0.03,0.15,1.1,0.35,0.05,,,,,,,
抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,,
≥490,≥390,≥20,,,,,,,,,,,,,,
牌号,C35,,,,,,,,,,,,,,,
德国W-Nr.,1.0501,,,,,,,,,,,,,,,
对应标准,DIN 17200-1987 调质钢材的供货技术条件,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,优质非合金钢,,,,,,,,,,,,,,,
说明,本标准适用于： ——半成品，例如：初轧坯、扁钢坯、棒料坯。 ——热轧钢 ——热轧或锻造钢棒（圆钢、四方钢、六角钢、八角钢和扁钢） ——热轧宽钢带 ——热轧或冷轧钢板和钢带 ——自由锻锻件和模锻锻件,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Pb *,,,,,,,,,,
最小值,0.32,-,0.5,-,-,0.15,,,,,,,,,,
最大值,0.39,0.4,0.8,0.045,0.045,0.33,,,,,,,,,,
条件,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,硬度 HBW,,,,,,,,,,
钢材;所有尺寸,软化退火(G),,,,,≤183,,,,,,,,,,
钢材;d≤16,调质(V),630~780,≥430,≥17,≥35,,,,,,,,,,,
钢材;16<d≤40,调质(V),600~750,≥370,≥19,≥40,,,,,,,,,,,
钢材;40<d≤100,调质(V),650~700,≥320,≥20,≥45,,,,,,,,,,,
棒材;16<d≤100,正火(N),490~640,≥275,,≥21,,,,,,,,,,,
扁钢;d≤16,正火(N),480~670,≥300,,纵向≥21,,,,,,,,,,,
扁钢;16<d≤100,正火(N),480~670,≥270,,≥21,,,,,,,,,,,
扁钢;100<d≤160,正火(N),460~650,≥245,,≥19,,,,,,,,,,,
牌号,Y15Mn,,,,,,,,,,,,,,,
中国ISC,U71156,,,,,,,,,,,,,,,
对应标准,GB /T 8731-2008 易切削结构钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,硫磷复合非合金易切削钢,,,,,,,,,,,,,,,
说明,本标准适用于机械切削加工用条钢、盘条、钢丝、钢板及钢带等钢材，其化学成分同样适用于锭、坯及其制品,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,,,,,,,,,,,
最小值,0.14,-,1,0.04,0.08,,,,,,,,,,,
最大值,0.2,0.15,1.5,0.09,0.13,,,,,,,,,,,
直径 d mm,抗拉强度σb Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,,,
d=20（试样直径）,热轧状态交货390~540,热轧状态交货≥22,热轧状态交货≤170,,,,,,,,,,,,,
d=8~20（钢材尺寸）,冷拉状态交货530~755,冷拉状态交货≥7,冷拉状态交货152~217,,,,,,,,,,,,,
d>20~30（钢材尺寸）,510~735,≥7,152~217,,,,,,,,,,,,,
d>30（钢材尺寸）,490~685,≥7,152~217,,,,,,,,,,,,,
美国UNS,G15250,,,,,,,,,,,,,,,
ASTM  型号或牌号,1525,,,,,,,,,,,,,,,
对应标准,ASTM A29M UNS-2012 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,高锰碳钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,更多,,,,,,,,,,,
最小值,0.23,0.8,-,-,①②③④⑤,,,,,,,,,,,
最大值,0.29,1.1,0.04,0.05,①②③④⑤,,,,,,,,,,,
牌号,Q235BF,,,,,,,,,,,,,,,
中国ISC,U12353,,,,,,,,,,,,,,,
其他名称,Q235,,,,,,,,,,,,,,,
对应标准,GB /T 700-2006 碳素结构钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,易切削性  焊接性  渗碳性,,,,,,,,,,,,,,,
标签,沸腾钢  质量等级B  碳素结构钢,,,,,,,,,,,,,,,
说明,良好的塑性、韧性和焊接性能、冷冲压性能，以及一定的强度、好的冷弯性能，适合钢结构及钢筋混凝土结构钢要求 用户举例： 广泛用于制造薄板、钢筋、钢结构用各种型钢、建筑结构、桥梁、机座、机械零件、渗碳或碳氮共渗零件、焊接件、支架、受力不大的拉杆、连杆、销、轴、螺钉、螺母、套圈等。 本标准适用于一般交货状态使用，通常用于焊接、铆接、栓接工程结构用热轧钢板、钢带、型钢和钢棒 ①牌号后缀字母：A、B、C、D表示质量等级 ②F--沸腾钢；Z--镇静钢；TZ--特殊镇静钢 在牌号组成表示中，Z与TZ符号可以省略不写,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,As,N,,,,,,
最小值,-,-,-,-,-,-,-,-,-,-,,,,,,
最大值,0.2,0.35,1.4,0.045,0.045,0.3,0.3,0.3,0.08,0.008,,,,,,
厚度（直径） t(d) mm,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,
≤16,370~500,≥235,≥26,,,,,,,,,,,,,
＞16～40,370~500,≥225,≥26,,,,,,,,,,,,,
＞40～60,370~500,≥215,≥25,,,,,,,,,,,,,
＞60～100,370~500,≥215,≥24,,,,,,,,,,,,,
＞100～150,370~500,≥195,≥22,,,,,,,,,,,,,
＞150～200,370~500,≥185,≥21,,,,,,,,,,,,,
牌号,SPHD,,,,,,,,,,,,,,,
对应标准,JIS G 3131-2010 热轧低碳钢钢板和钢带,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,,,,,,,,,,,,
最小值,-,-,-,-,,,,,,,,,,,,
最大值,0.1,0.45,0.035,0.035,,,,,,,,,,,,
厚度 t mm,抗拉强度σb Mpa,延伸率δ %,,,,,,,,,,,,,,
1.2≤t<1.6,≥270,≥30,,,,,,,,,,,,,,
1.6≤t<2,≥270,≥32,,,,,,,,,,,,,,
2＜t≤2.5,≥270,≥33,,,,,,,,,,,,,,
2.5＜t≤3.2,≥270,≥35,,,,,,,,,,,,,,
3.2＜t≤4,≥270,≥37,,,,,,,,,,,,,,
t>4,≥270,≥39,,,,,,,,,,,,,,
牌号,E 275A,,,,,,,,,,,,,,,
旧牌号,Fe 430A,,,,,,,,,,,,,,,
对应标准,ISO 630-1995 结构钢——板料、宽扁钢、钢筋、型材,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,工程用非合金钢,,,,,,,,,,,,,,,
成分,C,P,S,,,,,,,,,,,,,
最小值,-,-,-,,,,,,,,,,,,,
最大值,0.24,0.05,0.05,,,,,,,,,,,,,
厚度 t mm,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,,,,,,,,,,,,,
t≤16,410~540,≥275,≥22,,,,,,,,,,,,,
16＜t≤40,410~540,≥265,≥22,,,,,,,,,,,,,
40＜t≤63,410~540,≥255,≥21,,,,,,,,,,,,,
63＜t≤80,410~540,≥245,≥20,,,,,,,,,,,,,
80＜t≤100,410~540,≥235,≥20,,,,,,,,,,,,,
100＜t≤150,410~540,≥225,≥18,,,,,,,,,,,,,
150＜t≤200,410~540,≥215,≥17,,,,,,,,,,,,,
牌号,80,,,,,,,,,,,,,,,
中国ISC,U20802,,,,,,,,,,,,,,,
对应标准,GB /T 699-1999 优质碳素结构钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,强度  硬度  弹性,,,,,,,,,,,,,,,
说明,性能与70钢相近，强度较高而弹性略低，淬透性不好。通常在淬火、回火后使用 适用于制造板弹簧、螺旋弹簧、抗磨损零件、较低速车轮等 本标准适用于直径或厚度不大于250mm的优质碳素结构钢棒材，经供需双方协商，也可提供直径或厚度大于250mm的优质碳素结构钢棒材。,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,,,,,,,,
最小值,0.77,0.17,0.5,-,-,-,-,-,,,,,,,,
最大值,0.85,0.37,0.8,0.035,0.035,0.25,0.3,0.25,,,,,,,,
直径（厚度） d mm,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,,
试样,淬火+回火≥1080,淬火+回火≥930,淬火+回火≥6,未经热处理≤285,,,,,,,,,,,,
,,,,退火钢≤241,,,,,,,,,,,,
牌号,Q235GJZ-D,,,,,,,,,,,,,,,
对应标准,YB 4104-2000 高层建筑结构用钢板,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,Cr ②,Ni ②,Cu ②,Al ①,更多,,,,,,,
最小值,-,-,0.6,-,-,-,-,0.015,Z15：S≤0.01；Z25：S≤0.007；Z35：S≤0.005,,,,,,,
最大值,0.18,0.35,1.2,0.02,0.3,0.3,0.3,-,Z15：S≤0.01；Z25：S≤0.007；Z35：S≤0.005,,,,,,,
牌号,75,,,,,,,,,,,,,,,
中国ISC,U20752,,,,,,,,,,,,,,,
对应标准,GB /T 699-1999 优质碳素结构钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,强度  硬度  弹性,,,,,,,,,,,,,,,
说明,75号钢性能与65号钢相近，其弹性比65号钢稍差，强度较高，淬透性较低，一般在淬火和回火状态下使用。用于制造强度不高，截面尺寸稍小的螺旋弹簧、板弹簧、受磨损的机械零件。 本标准适用于直径或厚度不大于250mm的优质碳素结构钢棒材，经供需双方协商，也可提供直径或厚度大于250mm的优质碳素结构钢棒材。,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cr,Ni,Cu,,,,,,,,
最小值,0.72,0.17,0.5,-,-,-,-,-,,,,,,,,
最大值,0.8,0.37,0.8,0.035,0.035,0.25,0.3,0.25,,,,,,,,
直径（厚度） d mm,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,,
试样,淬火+回火≥1080,淬火+回火≥880,淬火+回火≥7,未热处理钢≤285,,,,,,,,,,,,
,,,,退火钢≤241,,,,,,,,,,,,
牌号,F568M Class 10.9,,,,,,,,,,,,,,,
对应标准,ASTM F568M-2007 米制碳钢和合金钢外螺纹紧固件标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
Unnamed: 0,成分,C,P,S,,,,,,,,,,,,
中碳钢,最小值,0.25,-,-,,,,,,,,,,,,
中碳钢,最大值,0.55,0.048,0.058,,,,,,,,,,,,
公称直径,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,断面收缩率ψ %,硬度 HBW,,,,,,,,,,
M5~M100,淬火+回火，最小回火温度425℃,≥1040,≥940,≥9,≥35,HRC33~39,,,,,,,,,,
M5~M36（低碳马氏体钢）,淬火+回火，最小回火温度340℃,,,,,,,,,,,,,,,
牌号,Y45Sn,,,,,,,,,,,,,,,
中国ISC,U74452,,,,,,,,,,,,,,,
对应标准,GB /T 8731-2008 易切削结构钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,锡系易切削钢,,,,,,,,,,,,,,,
说明,本标准适用于机械切削加工用条钢、盘条、钢丝、钢板及钢带等钢材，其化学成分同样适用于锭、坯及其制品,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Sn,,,,,,,,,,
最小值,0.4,-,0.6,0.03,-,0.09,,,,,,,,,,
最大值,0.48,0.4,1,0.07,0.05,0.25,,,,,,,,,,
直径 d mm,抗拉强度σb Mpa,延伸率δ %,硬度 HBW,,,,,,,,,,,,,
d=20（试样直径）,热轧状态交货600~745,热轧状态交货≥12,热轧状态交货≤241,,,,,,,,,,,,,
d=8~20（钢材尺寸）,冷拉状态交货695~920,冷拉状态交货≥6,冷拉状态交货196~255,,,,,,,,,,,,,
d>20~30（钢材尺寸）,655~855,≥6,196~255,,,,,,,,,,,,,
d>30（钢材尺寸）,635~835,≥6,196~255,,,,,,,,,,,,,
牌号,P265GH,,,,,,,,,,,,,,,
欧标钢号,1.0425,,,,,,,,,,,,,,,
对应标准,EN 10028-2-2009 压力容器用的钢板制品.规定了高温性能的非合金和合金钢,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
成分,C,Si,Mn ③,P,S,Cr,Ni,Cu ⑤,Mo,N ④,Ti,V,Nb,Al,更多,
最小值,-,-,0.8,-,-,-,-,-,-,-,-,-,-,0.02,Cr+Cu+Mo+ Ni≤ 0.7,
最大值,0.2,0.4,1.4,0.025,0.01,0.3,0.3,0.3,0.08,0.012,0.03,0.02,0.02,-,Cr+Cu+Mo+ Ni≤ 0.7,
厚度 t mm,热处理或状态,抗拉强度σb Mpa,屈服点σs Mpa,延伸率δ %,冲击吸收能量KV2 J,,,,,,,,,,,
t≤16,正火（+N）,410~530,≥265,≥22,≥40,,,,,,,,,,,
16＜t≤40,正火（+N）,410~530,≥255,≥22,≥40,,,,,,,,,,,
40＜t≤60,正火（+N）,410~530,≥245,≥22,≥40,,,,,,,,,,,
60＜t≤100,正火（+N）,410~530,≥215,≥22,≥40,,,,,,,,,,,
100＜t≤150,正火（+N）,400~530,≥200,≥22,≥40,,,,,,,,,,,
150＜t≤250,正火（+N）,390~530,≥185,≥22,≥40,,,,,,,,,,,
牌号,DH,,,,,,,,,,,,,,,
对应标准,ISO 8458-2-2002 机械用弹簧钢丝-第2部分：铅淬火冷拉碳素钢丝,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
性能,弹性,,,,,,,,,,,,,,,
标签,碳素弹簧钢丝,,,,,,,,,,,,,,,
说明,①钢丝直径允许偏差级别应在合同中注明 ②钢丝圆度不得大于钢丝直径公差之半,,,,,,,,,,,,,,,
成分,C,Si,Mn,P,S,Cu,,,,,,,,,,
最小值,0.45,0.1,0.3,-,-,-,,,,,,,,,,
最大值,1,0.3,1.2,0.02,0.025,0.12,,,,,,,,,,
美国UNS,G15520,,,,,,,,,,,,,,,
ASTM  型号或牌号,1552,,,,,,,,,,,,,,,
旧牌号,1052,,,,,,,,,,,,,,,
对应标准,ASTM A29M UNS-2012 热锻碳素钢和合金钢棒材一般要求标准规范,,,,,,,,,,,,,,,
归类,碳钢,,,,,,,,,,,,,,,
标签,高锰碳钢,,,,,,,,,,,,,,,
成分,C,Mn,P,S,更多,,,,,,,,,,,
最小值,0.47,1.2,-,-,①②③④⑤,,,,,,,,,,,
最大值,0.55,1.5,0.04,0.05,①②③④⑤,,,,,,,,,,,
